pmid,year,title,journal,doi,first_author,n_authors,authors_full,theme,themes_all,pub_types,screen_decision,exclusion_reason,abstract
39142348,2025,The role of generative language systems in increasing patient awareness of colon cancer screening.,Endoscopy,10.1055/a-2388-6084,"Maida, M.",6,"Maida, M.; Ramai, D.; Mori, Y.; Dinis-Ribeiro, M.; Facciorusso, A.; Hassan, C.",T2 Endoscopic quality & blind-spot audit,T2 Endoscopic quality & blind-spot audit,Journal Article,include,,"This study aimed to evaluate the effectiveness of ChatGPT (Chat Generative Pretrained Transformer) in answering patients' questions about colorectal cancer (CRC) screening, with the ultimate goal of enhancing patients' awareness and adherence to national screening programs. 15 questions on CRC screening were posed to ChatGPT4. The answers were rated by 20 gastroenterology experts and 20 nonexperts in three domains (accuracy, completeness, and comprehensibility), and by 100 patients in three dichotomic domains (completeness, comprehensibility, and trustability). According to expert rating, the mean (SD) accuracy score was 4.8 (1.1), on a scale ranging from 1 to 6. The mean (SD) scores for completeness and comprehensibility were 2.1 (0.7) and 2.8 (0.4), respectively, on scales ranging from 1 to 3. Overall, the mean (SD) accuracy (4.8 [1.1] vs. 5.6 [0.7]; P < 0.001) and completeness scores (2.1 [0.7] vs. 2.7 [0.4]; P < 0.001) were significantly lower for the experts than for the nonexperts, while comprehensibility was comparable among the two groups (2.8 [0.4] vs. 2.8 [0.3]; P = 0.55). Patients rated all questions as complete, comprehensible, and trustable in between 97 % and 100 % of cases. ChatGPT shows good performance, with the potential to enhance awareness about CRC and improve screening outcomes. Generative language systems may be further improved after proper training in accordance with scientific evidence and current guidelines."
39144367,2023,Improving Medical Image Classification in Noisy Labels Using only Self-supervised Pretraining.,"Data engineering in medical imaging : first MICCAI Workshop, DEMI 2023, Held in Conjunction with MICCAI 2023, Vancouver, BC, Canada, October 8, 2023, Proceedings. DEMI (Workshop) (1st : 2023 : Vancouver, B.C.)",10.1007/978-3-031-44992-5_8,"Khanal, B.",4,"Khanal, B.; Bhattarai, B.; Khanal, B.; Linte, C. A.",T4 Noisy / soft / multi-annotator labels,T4 Noisy / soft / multi-annotator labels,Journal Article,include,,"Noisy labels hurt deep learning-based supervised image classification performance as the models may overfit the noise and learn corrupted feature extractors. For natural image classification training with noisy labeled data, model initialization with contrastive self-supervised pretrained weights has shown to reduce feature corruption and improve classification performance. However, no works have explored: i) how other self-supervised approaches, such as pretext task-based pretraining, impact the learning with noisy label, and ii) any self-supervised pretraining methods alone for medical images in noisy label settings. Medical images often feature smaller datasets and subtle inter-class variations, requiring human expertise to ensure correct classification. Thus, it is not clear if the methods improving learning with noisy labels in natural image datasets such as CIFAR would also help with medical images. In this work, we explore contrastive and pretext task-based selfsupervised pretraining to initialize the weights of a deep learning classification model for two medical datasets with self-induced noisy labels-NCT-CRC-HE-100K tissue histological images and COVID-QU-Ex chest X-ray images. Our results show that models initialized with pretrained weights obtained from self-supervised learning can effectively learn better features and improve robustness against noisy labels."
39155196,2024,Multi-rater Prism: Learning self-calibrated medical image segmentation from multiple raters.,Science bulletin,10.1016/j.scib.2024.06.037,"Wu, J.",17,"Wu, J.; Fang, H.; Zhu, J.; Zhang, Y.; Li, X.; Liu, Y.; Liu, H.; Jin, Y.; Huang, W.; Liu, Q.; Chen, C.; Liu, Y.; Duan, L.; Xu, Y.; Xiao, L.; Yang, W.; Liu, Y.",T4 Noisy / soft / multi-annotator labels,T4 Noisy / soft / multi-annotator labels; T5 Uncertainty & calibration,"Journal Article; Research Support, Non-U.S. Gov't",include,,"In medical image segmentation, it is often necessary to collect opinions from multiple experts to make the final decision. This clinical routine helps to mitigate individual bias. However, when data is annotated by multiple experts, standard deep learning models are often not applicable. In this paper, we propose a novel neural network framework called Multi-rater Prism (MrPrism) to learn medical image segmentation from multiple labels. Inspired by iterative half-quadratic optimization, MrPrism combines the task of assigning multi-rater confidences and calibrated segmentation in a recurrent manner. During this process, MrPrism learns inter-observer variability while taking into account the image's semantic properties and finally converges to a self-calibrated segmentation result reflecting inter-observer agreement. Specifically, we propose Converging Prism (ConP) and Diverging Prism (DivP) to iteratively process the two tasks. ConP learns calibrated segmentation based on multi-rater confidence maps estimated by DivP, and DivP generates multi-rater confidence maps based on segmentation masks estimated by ConP. Experimental results show that the two tasks can mutually improve each other through this recurrent process. The final converged segmentation result of MrPrism outperforms state-of-the-art (SOTA) methods for a wide range of medical image segmentation tasks. The code is available at https://github.com/WuJunde/MrPrism."
39164055,2024,"Evolution of Research Reporting Standards: Adapting to the Influence of Artificial Intelligence, Statistics Software, and Writing Tools.",Journal of Korean medical science,10.3346/jkms.2024.39.e231,"Alnaimat, F.",3,"Alnaimat, F.; Al-Halaseh, S.; AlSamhori, A. R. F.",T7 Reporting standards for medical AI,T7 Reporting standards for medical AI,Journal Article; Review,include,,"Reporting standards are essential to health research as they improve accuracy and transparency. Over time, significant changes have occurred to the requirements for reporting research to ensure comprehensive and transparent reporting across a range of study domains and foster methodological rigor. The establishment of the Declaration of Helsinki, Consolidated Standards of Reporting Trials (CONSORT), Strengthening the Reporting of Observational Studies in Epidemiology (STROBE), and Preferred Reporting Items for Systematic Reviews and Meta-Analysis (PRISMA) are just a few of the historic initiatives that have increased research transparency. Through enhanced discoverability, statistical analysis facilitation, article quality enhancement, and language barrier reduction, artificial intelligence (AI)-in particular, large language models like ChatGPT-has transformed academic writing. However, problems with errors that could occur and the need for transparency while utilizing AI tools still exist. Modifying reporting rules to include AI-driven writing tools such as ChatGPT is ethically and practically challenging. In academic writing, precautions for truth, privacy, and responsibility are necessary due to concerns about biases, openness, data limits, and potential legal ramifications. The CONSORT-AI and Standard Protocol Items: Recommendations for Interventional Trials (SPIRIT)-AI Steering Group expands the CONSORT guidelines for AI clinical trials-new checklists like METRICS and CLEAR help to promote transparency in AI studies. Responsible usage of technology in research and writing software adoption requires interdisciplinary collaboration and ethical assessment. This study explores the impact of AI technologies, specifically ChatGPT, on past reporting standards and the need for revised guidelines for open, reproducible, and robust scientific publications."
39167270,2024,Accurate diagnosis of acute appendicitis in the emergency department: an artificial intelligence-based approach.,Internal and emergency medicine,10.1007/s11739-024-03738-w,"Roshanaei, G.",6,"Roshanaei, G.; Salimi, R.; Mahjub, H.; Faradmal, J.; Yamini, A.; Tarokhian, A.",T5 Uncertainty & calibration,T5 Uncertainty & calibration,Journal Article,include,,"The diagnosis of abdominal pain in emergency departments is challenging, and appendicitis is a common concern. Atypical symptoms often delay diagnosis. Although the Alvarado score aids in decision-making, its low specificity can lead to unnecessary surgeries. By leveraging machine learning, we aim to enhance diagnostic accuracy by predicting appendicitis and distinguishing it from other causes of abdominal pain in the emergency department. Data were collected from 534 patients who presented with acute abdominal pain. Patient characteristics, laboratory results, and causes of pain were recorded. Machine learning algorithms (support vector classifier, random forest classifier, gradient boosting classifier, and Gaussian naive Bayes) were used to predict the cause of pain. Model calibration was assessed using the Brier score. The mean age was 46.89 (20.3) years, with an almost equal sex distribution (49% male, 51% female). Cholecystitis was the most prevalent outcome (37.07%), followed by appendicitis (25.84%). The Gaussian naive Bayes model exhibited superior performance in terms of accuracy (95.03% 95% CI 90.44-97.83%), sensitivity (87.18% 95% CI 72.57-95.70%), and specificity (97.54% 95% CI 92.98-99.49%), while the random forest model showed a sensitivity of 79.49%, specificity of 96.72%, and accuracy of 92.55%. The gradient boosting algorithm achieved a sensitivity, specificity, and accuracy of 89.74%, 95.90%, and 94.41%, respectively. The support vector classifier demonstrated a sensitivity of 89.74%, specificity of 92.62%, and accuracy of 91.93%. The use of modern machine learning methods aids in the accurate diagnosis of appendicitis."
39168143,2025,Can optical evaluation distinguish between T1a and T1b esophageal adenocarcinoma: an international expert interobserver agreement study.,Endoscopy,10.1055/a-2399-1401,"Gupta, S.",25,"Gupta, S.; Mandarino, F. V.; Shahidi, N.; Hourigan, L. F.; Messmann, H.; Wallace, M. B.; Repici, A.; Dinis-Ribeiro, M.; Haber, G. B.; Taylor, A. C. F.; Waxman, I.; Siersema, P. D.; Pouw, R. E.; Lemmers, A.; Bisschops, R.; Mosko, J. D.; Teshima, C.; Ragunath, K.; Rösch, T.; Pech, O.; Beyna, T.; Sharma, P.; Lee, E. Y. T.; Burgess, N. G.; Bourke, M. J.",T3 Inter-observer variability in endoscopy,T3 Inter-observer variability in endoscopy,Journal Article,include,,"Piecemeal endoscopic mucosal resection (EMR) is an acceptable technique for T1a esophageal adenocarcinoma, but en bloc R0 excision is advocated for T1b disease as it may offer a potential cure and mitigate recurrence. Thus, distinguishing between T1a and T1b disease is imperative under current treatment paradigms. We investigated whether expert Barrett's endoscopists could make this distinction based on optical evaluation. Endoscopic images of histologically confirmed high grade dysplasia (HGD), T1a, and T1b disease (20 sets for each) were compiled from consecutive patients at a single institution. Each set contained four images including an overview, a close-up in high definition white light, a near-focus magnification image, and a narrow-band image. Experts predicted the histology for each set. 19 experts from 8 countries (Australia, USA, Italy, Netherlands, Germany, Canada, Belgium, and Portugal) participated. The majority had been practicing for > 20 years, with a median (interquartile range) annual case volume of 50 (18-75) for Barrett's EMR and 25 (10-45) for Barrett's endoscopic submucosal dissection. Esophageal adenocarcinoma (T1a/b) could be distinguished from HGD with a pooled sensitivity of 89.1 % (95 %CI 84.7-93.4). T1b adenocarcinoma could be predicted with a pooled sensitivity of 43.8 % (95 %CI 29.9-57.7). Fleiss' kappa was 0.421 (95 %CI 0.399-0.442; P < 0.001), indicating fair-to-moderate agreement. Expert Barrett's endoscopists could reliably differentiate T1a/T1b esophageal adenocarcinoma from HGD. Despite fair-to-moderate agreement for T staging, T1b disease could not be reliably distinguished from T1a disease. This may impact clinical decision making and selection of endoscopic techniques."
39175611,2024,A deep learning radiomics model based on CT images for predicting the biological activity of hepatic cystic echinococcosis.,Frontiers in physiology,10.3389/fphys.2024.1426468,"Nijiati, M.",10,"Nijiati, M.; Tuerdi, M.; Damola, M.; Yimit, Y.; Yang, J.; Abulaiti, A.; Mutailifu, A.; Aihait, D.; Wang, Y.; Zou, X.",T5 Uncertainty & calibration,T5 Uncertainty & calibration,Journal Article,include,,"Introduction: Hepatic cystic echinococcosis (HCE) is a widely seen parasitic infection. Biological activity is crucial for treatment planning. This work aims to explore the potential applications of a deep learning radiomics (DLR) model, based on CT images, in predicting the biological activity grading of hepatic cystic echinococcosis. Methods: A retrospective analysis of 160 patients with hepatic echinococcosis was performed (127 and 33 in training and validation sets). Volume of interests (VOIs) were drawn, and radiomics features and deep neural network features were extracted. Feature selection was performed on the training set, and radiomics score (Rad Score) and deep learning score (Deep Score) were calculated. Seven diagnostics models (based on logistic regression algorithm) for the biological activity grading were constructed using the selected radiomics features and two deep model features respectively. All models were evaluated using the receiver operating characteristic curve, and the area under the curve (AUC) was calculated. A nomogram was constructed using the combined model, and its calibration, discriminatory ability, and clinical utility were assessed. Results: 12, 6 and 10 optimal radiomics features, deep learning features were selected from two deep learning network (DLN) features, respectively. For biological activity grading of hepatic cystic echinococcosis, the combined model demonstrated strong diagnostic performance, with an AUC value of 0.888 (95% CI: 0.837-0.936) in the training set and 0.876 (0.761-0.964) in the validation set. The clinical decision analysis curve indicated promising results, while the calibration curve revealed that the nomogram's prediction result was highly compatible with the actual result. Conclusion: The DLR model can be used for predicting the biological activity grading of hepatic echinococcosis."
39178283,2024,Using machine learning methods to predict all-cause somatic hospitalizations in adults: A systematic review.,PloS one,10.1371/journal.pone.0309175,"Askar, M.",5,"Askar, M.; Tafavvoghi, M.; Småbrekke, L.; Bongo, L. A.; Svendsen, K.",T7 Reporting standards for medical AI,T7 Reporting standards for medical AI,Journal Article; Systematic Review,include,,"In this review, we investigated how Machine Learning (ML) was utilized to predict all-cause somatic hospital admissions and readmissions in adults. We searched eight databases (PubMed, Embase, Web of Science, CINAHL, ProQuest, OpenGrey, WorldCat, and MedNar) from their inception date to October 2023, and included records that predicted all-cause somatic hospital admissions and readmissions of adults using ML methodology. We used the CHARMS checklist for data extraction, PROBAST for bias and applicability assessment, and TRIPOD for reporting quality. We screened 7,543 studies of which 163 full-text records were read and 116 met the review inclusion criteria. Among these, 45 predicted admission, 70 predicted readmission, and one study predicted both. There was a substantial variety in the types of datasets, algorithms, features, data preprocessing steps, evaluation, and validation methods. The most used types of features were demographics, diagnoses, vital signs, and laboratory tests. Area Under the ROC curve (AUC) was the most used evaluation metric. Models trained using boosting tree-based algorithms often performed better compared to others. ML algorithms commonly outperformed traditional regression techniques. Sixteen studies used Natural language processing (NLP) of clinical notes for prediction, all studies yielded good results. The overall adherence to reporting quality was poor in the review studies. Only five percent of models were implemented in clinical practice. The most frequently inadequately addressed methodological aspects were: providing model interpretations on the individual patient level, full code availability, performing external validation, calibrating models, and handling class imbalance. This review has identified considerable concerns regarding methodological issues and reporting quality in studies investigating ML to predict hospitalizations. To ensure the acceptability of these models in clinical settings, it is crucial to improve the quality of future studies."
39205345,2024,Dual-consistency guidance semi-supervised medical image segmentation with low-level detail feature augmentation.,Computers in biology and medicine,10.1016/j.compbiomed.2024.109046,"Wang, B.",5,"Wang, B.; Ju, M.; Zhang, X.; Yang, Y.; Tian, X.",T6 External validation & dataset shift,T6 External validation & dataset shift,"Journal Article; Research Support, Non-U.S. Gov't",include,,"In deep-learning-based medical image segmentation tasks, semi-supervised learning can greatly reduce the dependence of the model on labeled data. However, existing semi-supervised medical image segmentation methods face the challenges of object boundary ambiguity and a small amount of available data, which limit the application of segmentation models in clinical practice. To solve these problems, we propose a novel semi-supervised medical image segmentation network based on dual-consistency guidance, which can extract reliable semantic information from unlabeled data over a large spatial and dimensional range in a simple and effective manner. This serves to improve the contribution of unlabeled data to the model accuracy. Specifically, we construct a split weak and strong consistency constraint strategy to capture data-level and feature-level consistencies from unlabeled data to improve the learning efficiency of the model. Furthermore, we design a simple multi-scale low-level detail feature enhancement module to improve the extraction of low-level detail contextual information, which is crucial to accurately locate object contours and avoid omitting small objects in semi-supervised medical image dense prediction tasks. Quantitative and qualitative evaluations on six challenging datasets demonstrate that our model outperforms other semi-supervised segmentation models in terms of segmentation accuracy and presents advantages in terms of generalizability. Code is available at https://github.com/0Jmyy0/SSMIS-DC."
39217355,2024,Deep learning for the harmonization of structural MRI scans: a survey.,Biomedical engineering online,10.1186/s12938-024-01280-6,"Abbasi, S.",6,"Abbasi, S.; Lan, H.; Choupan, J.; Sheikh-Bahaei, N.; Pandey, G.; Varghese, B.",T5 Uncertainty & calibration,T5 Uncertainty & calibration,Journal Article; Review,include,,"Medical imaging datasets for research are frequently collected from multiple imaging centers using different scanners, protocols, and settings. These variations affect data consistency and compatibility across different sources. Image harmonization is a critical step to mitigate the effects of factors like inherent differences between various vendors, hardware upgrades, protocol changes, and scanner calibration drift, as well as to ensure consistent data for medical image processing techniques. Given the critical importance and widespread relevance of this issue, a vast array of image harmonization methodologies have emerged, with deep learning-based approaches driving substantial advancements in recent times. The goal of this review paper is to examine the latest deep learning techniques employed for image harmonization by analyzing cutting-edge architectural approaches in the field of medical image harmonization, evaluating both their strengths and limitations. This paper begins by providing a comprehensive fundamental overview of image harmonization strategies, covering three critical aspects: established imaging datasets, commonly used evaluation metrics, and characteristics of different scanners. Subsequently, this paper analyzes recent structural MRI (Magnetic Resonance Imaging) harmonization techniques based on network architecture, network learning algorithm, network supervision strategy, and network output. The underlying architectures include U-Net, Generative Adversarial Networks (GANs), Variational Autoencoders (VAEs), flow-based generative models, transformer-based approaches, as well as custom-designed network architectures. This paper investigates the effectiveness of Disentangled Representation Learning (DRL) as a pivotal learning algorithm in harmonization. Lastly, the review highlights the primary limitations in harmonization techniques, specifically the lack of comprehensive quantitative comparisons across different methods. The overall aim of this review is to serve as a guide for researchers and practitioners to select appropriate architectures based on their specific conditions and requirements. It also aims to foster discussions around ongoing challenges in the field and shed light on promising future research directions with the potential for significant advancements."
39226650,2024,Machine learning in the prediction of treatment response in rheumatoid arthritis: A systematic review.,Seminars in arthritis and rheumatism,10.1016/j.semarthrit.2024.152501,"Mendoza-Pinto, C.",9,"Mendoza-Pinto, C.; Sánchez-Tecuatl, M.; Berra-Romani, R.; Maya-Castro, I. D.; Etchegaray-Morales, I.; Munguía-Realpozo, P.; Cárdenas-García, M.; Arellano-Avendaño, F. J.; García-Carrasco, M.",T7 Reporting standards for medical AI,T7 Reporting standards for medical AI,Systematic Review; Journal Article,include,,"This study aimed to investigate the current status and performance of machine learning (ML) approaches in providing reproducible treatment response predictions. This systematic review was conducted in accordance with the PRISMA statement and the CHARMS checklist. We searched PubMed, Cochrane Library, Web of Science, Scopus, and EBSCO databases for cohort studies that derived and/or validated ML models focused on predicting rheumatoid arthritis (RA) treatment response. We extracted data and critically appraised studies based on the Transparent Reporting of a Multivariable Prediction Model for Individual Prognosis or Diagnosis (TRIPOD) and Prediction Model Risk of Bias Assessment Tool (PROBAST) guidelines. From 210 unduplicated records identified by the literature search, we retained 29 eligible studies. Of these studies, 10 developed a predictive model and reported a mean adherence to the TRIPOD guidelines of 45.6 % (95 % CI: 38.3-52.8 %). The remaining 19 studies not only developed a predictive model but also validated it externally, with a mean adherence of 42.9 % (95 % CI: 39.1-46.6 %). Most of the articles had an unclear risk of bias (41.4 %), followed by a high risk of bias, which was present in 37.9 %. In recent years, ML methods have been increasingly used to predict treatment response in RA. Our critical appraisal revealed unclear and high risk of bias in most of the identified models, suggesting that researchers can do more to address the risk of bias and increase transparency, including the use of calibration measures and reporting methods for handling missing data. None."
39236126,2024,Style Consistency Unsupervised Domain Adaptation Medical Image Segmentation.,IEEE transactions on image processing : a publication of the IEEE Signal Processing Society,10.1109/TIP.2024.3451934,"Chen, L.",9,"Chen, L.; Bian, Y.; Zeng, J.; Meng, Q.; Zhu, W.; Shi, F.; Shao, C.; Chen, X.; Xiang, D.",T6 External validation & dataset shift,T6 External validation & dataset shift,Journal Article,include,,"Unsupervised domain adaptation medical image segmentation is aimed to segment unlabeled target domain images with labeled source domain images. However, different medical imaging modalities lead to large domain shift between their images, in which well-trained models from one imaging modality often fail to segment images from anothor imaging modality. In this paper, to mitigate domain shift between source domain and target domain, a style consistency unsupervised domain adaptation image segmentation method is proposed. First, a local phase-enhanced style fusion method is designed to mitigate domain shift and produce locally enhanced organs of interest. Second, a phase consistency discriminator is constructed to distinguish the phase consistency of domain-invariant features between source domain and target domain, so as to enhance the disentanglement of the domain-invariant and style encoders and removal of domain-specific features from the domain-invariant encoder. Third, a style consistency estimation method is proposed to obtain inconsistency maps from intermediate synthesized target domain images with different styles to measure the difficult regions, mitigate domain shift between synthesized target domain images and real target domain images, and improve the integrity of interested organs. Fourth, style consistency entropy is defined for target domain images to further improve the integrity of the interested organ by the concentration on the inconsistent regions. Comprehensive experiments have been performed with an in-house dataset and a publicly available dataset. The experimental results have demonstrated the superiority of our framework over state-of-the-art methods."
39253549,2024,Advancing Glaucoma Diagnosis: Employing Confidence-Calibrated Label Smoothing Loss for Model Calibration.,Ophthalmology science,10.1016/j.xops.2024.100555,"Vijayan, M.",3,"Vijayan, M.; Prasad, D. K.; Srinivasan, V.",T5 Uncertainty & calibration,T5 Uncertainty & calibration,Journal Article,include,,"The aim of our research is to enhance the calibration of machine learning models for glaucoma classification through a specialized loss function named Confidence-Calibrated Label Smoothing (CC-LS) loss. This approach is specifically designed to refine model calibration without compromising accuracy by integrating label smoothing and confidence penalty techniques, tailored to the specifics of glaucoma detection. This study focuses on the development and evaluation of a calibrated deep learning model. The study employs fundus images from both external datasets-the Online Retinal Fundus Image Database for Glaucoma Analysis and Research (482 normal, 168 glaucoma) and the Retinal Fundus Glaucoma Challenge (720 normal, 80 glaucoma)-and an extensive internal dataset (4639 images per category), aiming to bolster the model's generalizability. The model's clinical performance is validated using a comprehensive test set (47 913 normal, 1629 glaucoma) from the internal dataset. The CC-LS loss function seamlessly integrates label smoothing, which tempers extreme predictions to avoid overfitting, with confidence-based penalties. These penalties deter the model from expressing undue confidence in incorrect classifications. Our study aims at training models using the CC-LS and comparing their performance with those trained using conventional loss functions. The model's precision is evaluated using metrics like the Brier score, sensitivity, specificity, and the false positive rate, alongside qualitative heatmap analyses for a holistic accuracy assessment. Preliminary findings reveal that models employing the CC-LS mechanism exhibit superior calibration metrics, as evidenced by a Brier score of 0.098, along with notable accuracy measures: sensitivity of 81%, specificity of 80%, and weighted accuracy of 80%. Importantly, these enhancements in calibration are achieved without sacrificing classification accuracy. The CC-LS loss function presents a significant advancement in the pursuit of deploying machine learning models for glaucoma diagnosis. By improving calibration, the CC-LS ensures that clinicians can interpret and trust the predictive probabilities, making artificial intelligence-driven diagnostic tools more clinically viable. From a clinical standpoint, this heightened trust and interpretability can potentially lead to more timely and appropriate interventions, thereby optimizing patient outcomes and safety. Proprietary or commercial disclosure may be found in the Footnotes and Disclosures at the end of this article."
39253557,2023,Addressing Deep Learning Model Calibration Using Evidential Neural Networks And Uncertainty-Aware Training.,Proceedings. IEEE International Symposium on Biomedical Imaging,10.1109/ISBI53787.2023.10230515,"Dawood, T.",5,"Dawood, T.; Chan, E.; Razavi, R.; King, A. P.; Puyol-Antón, E.",T5 Uncertainty & calibration,T5 Uncertainty & calibration,Journal Article,include,,"In terms of accuracy, deep learning (DL) models have had considerable success in classification problems for medical imaging applications. However, it is well-known that the outputs of such models, which typically utilise the SoftMax function in the final classification layer can be over-confident, i.e. they are poorly calibrated. Two competing solutions to this problem have been proposed: uncertainty-aware training and evidential neural networks (ENNs). In this paper we perform an investigation into the improvements to model calibration that can be achieved by each of these approaches individually, and their combination. We perform experiments on two classification tasks: a simpler MNIST digit classification task and a more complex and realistic medical imaging artefact detection task using Phase Contrast Cardiac Magnetic Resonance images. The experimental results demonstrate that model calibration can suffer when the task becomes challenging enough to require a higher capacity model. However, in our complex artefact detection task we saw an improvement in calibration for both a low and higher capacity model when implementing both the ENN and uncertainty-aware training together, indicating that this approach can offer a promising way to improve calibration in such settings. The findings highlight the potential use of these approaches to improve model calibration in a complex application, which would in turn improve clinician trust in DL models."
39255375,2024,Dual-stage semantic segmentation of endoscopic surgical instruments.,Medical physics,10.1002/mp.17397,"Chen, W.",8,"Chen, W.; Wang, K.; Song, X.; Xie, D.; Li, X.; Islam, M.; Li, C.; Duan, X.",T1 Landmark recognition in UGI endoscopy,T1 Landmark recognition in UGI endoscopy,Journal Article,include,,"Endoscopic instrument segmentation is essential for ensuring the safety of robotic-assisted spinal endoscopic surgeries. However, due to the narrow operative region, intricate surrounding tissues, and limited visibility, achieving instrument segmentation within the endoscopic view remains challenging. This work aims to devise a method to segment surgical instruments in endoscopic video. By designing an endoscopic image classification model, features of frames before and after the video are extracted to achieve continuous and precise segmentation of instruments in endoscopic videos. Deep learning techniques serve as the algorithmic core for constructing the convolutional neural network proposed in this study. The method comprises dual stages: image classification and instrument segmentation. MobileViT is employed for image classification, enabling the extraction of key features of different instruments and generating classification results. DeepLabv3+ is utilized for instrument segmentation. By training on distinct instruments separately, corresponding model parameters are obtained. Lastly, a flag caching mechanism along with a blur detection module is designed to effectively utilize the image features in consecutive frames. By incorporating specific parameters into the segmentation model, better segmentation of surgical instruments can be achieved in endoscopic videos. The classification and segmentation models are evaluated on an endoscopic image dataset. In the dataset used for instrument segmentation, the training set consists of 7456 images, the validation set consists of 829 images, and the test set consists of 921 images. In the dataset used for image classification, the training set consists of 2400 images and the validation set consists of 600 images. The image classification model achieves an accuracy of 70% on the validation set. For the segmentation model, experiments are conducted on two common surgical instruments, and the mean Intersection over Union (mIoU) exceeds 98%. Furthermore, the proposed video segmentation method is tested using videos collected during surgeries, validating the effectiveness of the flag caching mechanism and blur detection module. Experimental results on the dataset demonstrate that the dual-stage video processing method excels in performing instrument segmentation tasks under endoscopic conditions. This advancement is significant for enhancing the intelligence level of robotic-assisted spinal endoscopic surgeries."
39262220,2024,Advanced Machine Learning Models for Predicting Post-Thrombolysis Hemorrhagic Transformation in Acute Ischemic Stroke Patients: A Systematic Review and Meta-Analysis.,Clinical and applied thrombosis/hemostasis : official journal of the International Academy of Clinical and Applied Thrombosis/Hemostasis,10.1177/10760296241279800,"Jiang, Y. L.",7,"Jiang, Y. L.; Zhao, Q. S.; Li, A.; Wu, Z. B.; Liu, L. L.; Lin, F.; Li, Y. F.",T7 Reporting standards for medical AI,T7 Reporting standards for medical AI,Journal Article; Systematic Review; Meta-Analysis,include,,"Background: Thrombolytic therapy is essential for acute ischemic stroke (AIS) management but poses a risk of hemorrhagic transformation (HT), necessitating accurate prediction to optimize patient care. Methods: A comprehensive search was conducted across PubMed, Web of Science, Scopus, Embase, and Google Scholar, covering studies from inception until July 10, 2024. Studies were included if they used machine learning (ML) or deep learning algorithms to predict HT in AIS patients treated with thrombolysis. Exclusion criteria included studies involving endovascular treatments and those not evaluating model effectiveness. Data extraction and quality assessment were performed following PRISMA guidelines and using the Transparent Reporting of a Multivariable Prediction Model for Individual Prognosis or Diagnosis (TRIPOD) and Prediction Model Risk of Bias Assessment Tool (PROBAST) tools. Results: Out of 1943 identified records, 12 studies were included in the final analysis, encompassing 18 007 AIS patients who received thrombolytic therapy. The ML models demonstrated high predictive performance, with pooled area under the curve (AUC) values ranging from 0.79 to 0.95. Specifically, XGBoost models achieved AUCs of up to 0.953 and Artificial Neural Network (ANN) models reached up to 0.942. Sensitivity and specificity varied significantly, with the highest sensitivity at 0.90 and specificity at 0.99. Significant predictors of HT included age, glucose levels, NIH Stroke Scale (NIHSS) score, systolic and diastolic blood pressure, and radiomic features. Despite these promising results, methodological disparities and limited external validation highlighted the need for standardized reporting and further rigorous testing. Conclusion: ML techniques, especially XGBoost and ANN, show great promise in predicting HT following thrombolysis in AIS patients, enhancing risk stratification and clinical decision-making. Future research should focus on prospective study designs, standardized reporting, and integrating ML assessments into clinical workflows to improve AIS management and patient outcomes."
39272846,2024,Oncologic Applications of Artificial Intelligence and Deep Learning Methods in CT Spine Imaging-A Systematic Review.,Cancers,10.3390/cancers16172988,"Ong, W.",14,"Ong, W.; Lee, A.; Tan, W. C.; Fong, K. T. D.; Lai, D. D.; Tan, Y. L.; Low, X. Z.; Ge, S.; Makmur, A.; Ong, S. J.; Ting, Y. H.; Tan, J. H.; Kumar, N.; Hallinan, J. T. P. D.",T6 External validation & dataset shift,T6 External validation & dataset shift,Journal Article; Review,include,,"In spinal oncology, integrating deep learning with computed tomography (CT) imaging has shown promise in enhancing diagnostic accuracy, treatment planning, and patient outcomes. This systematic review synthesizes evidence on artificial intelligence (AI) applications in CT imaging for spinal tumors. A PRISMA-guided search identified 33 studies: 12 (36.4%) focused on detecting spinal malignancies, 11 (33.3%) on classification, 6 (18.2%) on prognostication, 3 (9.1%) on treatment planning, and 1 (3.0%) on both detection and classification. Of the classification studies, 7 (21.2%) used machine learning to distinguish between benign and malignant lesions, 3 (9.1%) evaluated tumor stage or grade, and 2 (6.1%) employed radiomics for biomarker classification. Prognostic studies included three (9.1%) that predicted complications such as pathological fractures and three (9.1%) that predicted treatment outcomes. AI's potential for improving workflow efficiency, aiding decision-making, and reducing complications is discussed, along with its limitations in generalizability, interpretability, and clinical integration. Future directions for AI in spinal oncology are also explored. In conclusion, while AI technologies in CT imaging are promising, further research is necessary to validate their clinical effectiveness and optimize their integration into routine practice."
