pmid,year,first_author,authors_full,title,journal,doi,theme,source,relevance_score,abstract,volume,issue,pages,elocation,apa
41856421.0,2026,"Langenhuijsen, L. F. S.","Langenhuijsen, L. F. S.; Groenwold, R. H. H.; Cannegieter, S. C.; Klok, F. A.; van Diepen, M.; de Jong, Y.",Concordance analysis of the short-form of the PROBAST as a screening tool: two-step risk of bias assessment showing only underestimation of risk of bias.,Journal of clinical epidemiology,10.1016/j.jclinepi.2026.112232,T5 Reporting standards,PubMed/MEDLINE,23.0,"Prediction models used in clinical practice often suffer from high risk of bias (ROB), which affects their reliability. The Prediction model Risk Of Bias ASsessment Tool (PROBAST) assesses ROB but is criticized for being complex, time consuming and for showing a low interrater agreement and ceiling-effect. A short-form version, the SF-PROBAST, was developed to facilitate a two-step approach for large-scale ROB assessments while maintaining high sensitivity and specificity. This study evaluated the operational equivalence of the SF-PROBAST. We applied the SF-PROBAST to an existing dataset of 2458 studies from 54 systematic reviews published before December 2021. We compared SF-PROBAST with PROBAST in terms of concordance and calculated sensitivity, specificity, positive and negative predictive value, and interrater agreement of the SF-PROBAST. The 2458 articles included 886 validation studies and 1592 development studies, of which 1542 (97%) reported PROBAST scores for the relevant SF-PROBAST questions. The SF-PROBAST showed a sensitivity of 82.6% (95% confidence interval [CI]: 80.7%-84.4%) and specificity of 80.1% (95% CI: 78.7%-81.5%), with positive and negative predictive values of 100% (95% CI: 99.6%-100%) and 65.5% (95% CI: 61.8%-69.1%), respectively, for assessing studies as high ROB, 68.5% (95% CI: 64.5%-72.5%) and 95.5% (95% CI: 94.2%-96.7%) for unclear ROB; 13.4% (95% CI: 7.3%-19.6%) and 100% (95% CI: 96.9%-100%) for low ROB. The overall concordance between the PROBAST and SF-PROBAST was 82.6%, showing good agreement (Kappa 0.74, 95% CI: 0.71-0.76), with the SF-PROBAST showing only underestimation of the actual ROB. The between-review interrater agreement of the SF-PROBAST was fair (Kappa 0.33, 95% CI: 0.25-0.40). SF-PROBAST showed good agreement with PROBAST scores and offers a time-efficient, simplified and reliable two-step alternative for assessing the methodological quality of prediction models. To assess potential misclassification, we recommend applying the full PROBAST to studies scored as low or unclear ROB on the SF-PROBAST.",194,,112232,10.1016/j.jclinepi.2026.112232,"Langenhuijsen, L. F. S., Groenwold, R. H. H., Cannegieter, S. C., Klok, F. A., van Diepen, M., & de Jong, Y. (2026). Concordance analysis of the short-form of the PROBAST as a screening tool: two-step risk of bias assessment showing only underestimation of risk of bias. *Journal of clinical epidemiology*, *194*, 112232. https://doi.org/10.1016/j.jclinepi.2026.112232"
28906424.0,2019,"Lee, J. K.","Lee, J. K.; Jensen, C. D.; Levin, T. R.; Zauber, A. G.; Doubeni, C. A.; Zhao, W. K.; Corley, D. A.",Accurate Identification of Colonoscopy Quality and Polyp Findings Using Natural Language Processing.,Journal of clinical gastroenterology,10.1097/MCG.0000000000000929,T1 Endoscopy report NLP,PubMed/MEDLINE,18.0,"The aim of this study was to test the ability of a commercially available natural language processing (NLP) tool to accurately extract examination quality-related and large polyp information from colonoscopy reports with varying report formats. Colonoscopy quality reporting often requires manual data abstraction. NLP is another option for extracting information; however, limited data exist on its ability to accurately extract examination quality and polyp findings from unstructured text in colonoscopy reports with different reporting formats. NLP strategies were developed using 500 colonoscopy reports from Kaiser Permanente Northern California and then tested using 300 separate colonoscopy reports that underwent manual chart review. Using findings from manual review as the reference standard, we evaluated the NLP tool's sensitivity, specificity, positive predictive value (PPV), and accuracy for identifying colonoscopy examination indication, cecal intubation, bowel preparation adequacy, and polyps ≥10 mm. The NLP tool was highly accurate in identifying examination quality-related variables from colonoscopy reports. Compared with manual review, sensitivity for screening indication was 100% (95% confidence interval: 95.3%-100%), PPV was 90.6% (82.3%-95.8%), and accuracy was 98.2% (97.0%-99.4%). For cecal intubation, sensitivity was 99.6% (98.0%-100%), PPV was 100% (98.5%-100%), and accuracy was 99.8% (99.5%-100%). For bowel preparation adequacy, sensitivity was 100% (98.5%-100%), PPV was 100% (98.5%-100%), and accuracy was 100% (100%-100%). For polyp(s) ≥10 mm, sensitivity was 90.5% (69.6%-98.8%), PPV was 100% (82.4%-100%), and accuracy was 95.2% (88.8%-100%). NLP yielded a high degree of accuracy for identifying examination quality-related and large polyp information from diverse types of colonoscopy reports.",53,1,e25-e30,10.1097/MCG.0000000000000929,"Lee, J. K., Jensen, C. D., Levin, T. R., Zauber, A. G., Doubeni, C. A., Zhao, W. K., & Corley, D. A. (2019). Accurate Identification of Colonoscopy Quality and Polyp Findings Using Natural Language Processing. *Journal of clinical gastroenterology*, *53*(1), e25-e30. https://doi.org/10.1097/MCG.0000000000000929"
31655273.0,2019,"Liu, C.","Liu, C.; Ta, C. N.; Rogers, J. R.; Li, Z.; Lee, J.; Butler, A. M.; Shang, N.; Kury, F. S. P.; Wang, L.; Shen, F.; Liu, H.; Ena, L.; Friedman, C.; Weng, C.",Ensembles of natural language processing systems for portable phenotyping solutions.,Journal of biomedical informatics,10.1016/j.jbi.2019.103318,T2 Rule-based vs ML,PubMed/MEDLINE,21.0,"Manually curating standardized phenotypic concepts such as Human Phenotype Ontology (HPO) terms from narrative text in electronic health records (EHRs) is time consuming and error prone. Natural language processing (NLP) techniques can facilitate automated phenotype extraction and thus improve the efficiency of curating clinical phenotypes from clinical texts. While individual NLP systems can perform well for a single cohort, an ensemble-based method might shed light on increasing the portability of NLP pipelines across different cohorts. We compared four NLP systems, MetaMapLite, MedLEE, ClinPhen and cTAKES, and four ensemble techniques, including intersection, union, majority-voting and machine learning, for extracting generic phenotypic concepts. We addressed two important research questions regarding automated phenotype recognition. First, we evaluated the performance of different approaches in identifying generic phenotypic concepts. Second, we compared the performance of different methods to identify patient-specific phenotypic concepts. To better quantify the effects caused by concept granularity differences on performance, we developed a novel evaluation metric that considered concept hierarchies and frequencies. Each of the approaches was evaluated on a gold standard set of clinical documents annotated by clinical experts. One dataset containing 1,609 concepts derived from 50 clinical notes from two different institutions was used in both evaluations, and an additional dataset of 608 concepts derived from 50 case report abstracts obtained from PubMed was used for evaluation of identifying generic phenotypic concepts only. For generic phenotypic concept recognition, the top three performers in the NYP/CUIMC dataset are union ensemble (F1, 0.634), training-based ensemble (F1, 0.632), and majority vote-based ensemble (F1, 0.622). In the Mayo dataset, the top three are majority vote-based ensemble (F1, 0.642), cTAKES (F1, 0.615), and MedLEE (F1, 0.559). In the PubMed dataset, the top three are majority vote-based ensemble (F1, 0.719), training-based (F1, 0.696) and MetaMapLite (F1, 0.694). For identifying patient specific phenotypes, the top three performers in the NYP/CUIMC dataset are majority vote-based ensemble (F1, 0.610), MedLEE (F1, 0.609), and training-based ensemble (F1, 0.585). In the Mayo dataset, the top three are majority vote-based ensemble (F1, 0.604), cTAKES (F1, 0.531) and MedLEE (F1, 0.527). Our study demonstrates that ensembles of natural language processing can improve both generic phenotypic concept recognition and patient specific phenotypic concept identification over individual systems. Among the individual NLP systems, each individual system performed best when they were applied in the dataset that they were primary designed for. However, combining multiple NLP systems to create an ensemble can generally improve the performance. Specifically, the ensemble can increase the results reproducibility across different cohorts and tasks, and thus provide a more portable phenotyping solution compared to individual NLP systems.",100,,103318,10.1016/j.jbi.2019.103318,"Liu, C., Ta, C. N., Rogers, J. R., Li, Z., Lee, J., Butler, A. M., Shang, N., Kury, F. S. P., Wang, L., Shen, F., Liu, H., Ena, L., Friedman, C., & Weng, C. (2019). Ensembles of natural language processing systems for portable phenotyping solutions. *Journal of biomedical informatics*, *100*, 103318. https://doi.org/10.1016/j.jbi.2019.103318"
41695746.0,2026,"Long, S. E.","Long, S. E.; Uden, T.; Peter, C.; Oeltze-Jafra, S.; Beerbaum, P.",Artificial intelligence for patent ductus arteriosus-a systematic review.,Frontiers in pediatrics,10.3389/fped.2026.1648943,T4 Leakage & validity,PubMed/MEDLINE,7.0,"Optimal management of patent ductus arteriosus (PDA) remains controversial. Complexity in severity appraisal, high-dimensional data, and the need for longitudinal, individualized assessment make PDA a compelling candidate for Artificial Intelligence (AI)-driven approaches. This systematic review evaluates AI research in the context of PDA, identifying strengths, limitations, and future directions. Following PRISMA 2020, databases were searched for peer-reviewed articles from January 1, 2010, to May 31, 2025. Eleven studies met inclusion criteria. Data on design, population, sources, AI methods, performance, validation, limitations, and explainability were extracted. Risk of bias was assessed using the Prediction model Risk of Bias Assessment Tool and Joanna Briggs Institute Critical Appraisal Checklist; reporting quality using the Minimum Information about Clinical AI Modeling checklist. Heterogeneity precluded meta-analysis; therefore findings were synthesized narratively. Eleven studies addressed diagnosis/screening (n = 5), treatment-response prediction (n = 2), risk-factor identification (n = 2), treatment-complication prediction (n = 1), and subphenotype analysis (n = 1). Ten were retrospective; nine single-center, one multi-center, and one used a national registry. Sample sizes were mostly <500 (range: 66-8,369). Definitions of PDA subgroups-symptomatic and hemodynamically significant PDA-varied significantly. Populations included preterm, neonatal and pediatric cohorts, often excluding other congenital heart disease, pulmonary hypertension, or early mortality. Input data ranged from multimodal parameters to high-dimensional unimodal sources. Ten studies used supervised learning; nine traditional machine learning; five deep learning. No study performed adequate external validation. Diagnostic models achieved AUCs of 0.74-0.93, however risk of bias was high, particularly in analysis, suggesting overfitting. Models addressing other aspects showed modest performance. None of the included studies exhibited low risk of bias. Most studies addressed explainability to some degree; only one addressed clinical utility; none evaluated fairness. Reproducibility was hindered by manual preprocessing and limited sharing of data, models, or code. Artificial intelligence shows feasibility for supporting PDA risk stratification, diagnosis, severity assessment, and prediction of treatment-related outcomes. However, current applications remain in early, pilot-stage development and are not yet suitable for clinical implementation. Future work should prioritize clinically meaningful tasks, scientifically rigorous and bias-aware methodologies, larger and more representative cohorts, and systematic external validation. Fairness, explainability, and reproducibility must be addressed to support translation. Continued methodological refinement and clinical grounding will be key to unlocking the potential of these technologies for this highly vulnerable patient population in the future.",14,,1648943,1648943,"Long, S. E., Uden, T., Peter, C., Oeltze-Jafra, S., & Beerbaum, P. (2026). Artificial intelligence for patent ductus arteriosus-a systematic review. *Frontiers in pediatrics*, *14*, 1648943. https://doi.org/10.3389/fped.2026.1648943"
,2019,"Mitchell, M.","Mitchell, M.; Wu, S.; Zaldivar, A.; Barnes, P.; Vasserman, L.; Hutchinson, B.; Spitzer, E.; Raji, I. D.; Gebru, T.",Model cards for model reporting,"Proceedings of the Conference on Fairness, Accountability, and Transparency (FAT* '19)",10.1145/3287560.3287596,T5 Reporting standards,Hand-searched (CS venue),,,,,220-229,,"Mitchell, M., Wu, S., Zaldivar, A., Barnes, P., Vasserman, L., Hutchinson, B., Spitzer, E., Raji, I. D., & Gebru, T. (2019). Model cards for model reporting. *Proceedings of the Conference on Fairness, Accountability, and Transparency (FAT* '19)*, 220-229. https://doi.org/10.1145/3287560.3287596"
37407841.0,2023,"Moassefi, M.","Moassefi, M.; Rouzrokh, P.; Conte, G. M.; Vahdati, S.; Fu, T.; Tahmasebi, A.; Younis, M.; Farahani, K.; Gentili, A.; Kline, T.; Kitamura, F. C.; Huo, Y.; Kuanar, S.; Younis, K.; Erickson, B. J.; Faghani, S.",Reproducibility of Deep Learning Algorithms Developed for Medical Imaging Analysis: A Systematic Review.,Journal of digital imaging,10.1007/s10278-023-00870-5,T4 Leakage & validity,PubMed/MEDLINE,8.0,"Since 2000, there have been more than 8000 publications on radiology artificial intelligence (AI). AI breakthroughs allow complex tasks to be automated and even performed beyond human capabilities. However, the lack of details on the methods and algorithm code undercuts its scientific value. Many science subfields have recently faced a reproducibility crisis, eroding trust in processes and results, and influencing the rise in retractions of scientific papers. For the same reasons, conducting research in deep learning (DL) also requires reproducibility. Although several valuable manuscript checklists for AI in medical imaging exist, they are not focused specifically on reproducibility. In this study, we conducted a systematic review of recently published papers in the field of DL to evaluate if the description of their methodology could allow the reproducibility of their findings. We focused on the Journal of Digital Imaging (JDI), a specialized journal that publishes papers on AI and medical imaging. We used the keyword ""Deep Learning"" and collected the articles published between January 2020 and January 2022. We screened all the articles and included the ones which reported the development of a DL tool in medical imaging. We extracted the reported details about the dataset, data handling steps, data splitting, model details, and performance metrics of each included article. We found 148 articles. Eighty were included after screening for articles that reported developing a DL model for medical image analysis. Five studies have made their code publicly available, and 35 studies have utilized publicly available datasets. We provided figures to show the ratio and absolute count of reported items from included studies. According to our cross-sectional study, in JDI publications on DL in medical imaging, authors infrequently report the key elements of their study to make it reproducible.",36,5,2306-2312,10.1007/s10278-023-00870-5,"Moassefi, M., Rouzrokh, P., Conte, G. M., Vahdati, S., Fu, T., Tahmasebi, A., Younis, M., Farahani, K., Gentili, A., Kline, T., Kitamura, F. C., Huo, Y., Kuanar, S., Younis, K., Erickson, B. J., & Faghani, S. (2023). Reproducibility of Deep Learning Algorithms Developed for Medical Imaging Analysis: A Systematic Review. *Journal of digital imaging*, *36*(5), 2306-2312. https://doi.org/10.1007/s10278-023-00870-5"
42100125.0,2026,"Mohapatra, A.","Mohapatra, A.; Porth, R.; Wong, S.; Hardway, H.; Piatkowski, G.; Shang, J.; Amat, M. J.; Flier, S.; Salsman, A.; Fitzgerald, T.; Shammout, A.; Rubins, D.; Miller, A.; Jegadeesan, V.; Ravi, A.; Feuerstein, J. D.",Design and implementation of an end-to-end AI-driven colonoscopy recall workflow at scale.,JAMIA open,10.1093/jamiaopen/ooag070,T1 Endoscopy report NLP,PubMed/MEDLINE,7.0,"To develop a large-language-model (LLM)-centric workflow flow extraction and migration of clinician-documented colonoscopy recall recommendations from unstructured reports and letters during an enterprise-wide electronic health record (EHR) transition. A multi-stage workflow [Optical Character Recognition (OCR) -> LLM -> structured fields] was built around a central GPT-4 Turbo inference step following prompt optimization. Validation was performed on a held-out set (N = 326 notes) using 2-clinician consensus and then benchmarked against traditional rule-based natural-language-processing (NLP) (spaCy v3). Layered quality control-manual review, field validation, and anomaly detection-was used to assess workflow results prior to upload (N = 118 181 total patients). Prompt optimization enabled GPT-4 Turbo to achieve perfect concordance with clinician review in a small test set (macro-F1 = 1.0; N = 100 patients). Expanded validation on a held-out set demonstrated improved F1 (0.89; CI = [0.65, 0.92], N = 326) relative to a traditional rule-based NLP approach (F1 = 0.78; CI = [0.58, 0.82]). The system processed 118 181 records in ≈9 hours (≈2 s/record) at a direct implementation cost of ∼$12 000. An LLM-driven workflow safely migrated preventive-care data at population scale, with potential accuracy improvements over traditional rule-based NLP approaches and substantial reductions in time and cost relative to manual review. LLMs can play a valuable role in high-quality structuring of clinical data, preserving longitudinal care continuity during EHR modernization.",9,3,ooag070,ooag070,"Mohapatra, A., Porth, R., Wong, S., Hardway, H., Piatkowski, G., Shang, J., Amat, M. J., Flier, S., Salsman, A., Fitzgerald, T., Shammout, A., Rubins, D., Miller, A., Jegadeesan, V., Ravi, A., & Feuerstein, J. D. (2026). Design and implementation of an end-to-end AI-driven colonoscopy recall workflow at scale. *JAMIA open*, *9*(3), ooag070. https://doi.org/10.1093/jamiaopen/ooag070"
36115659.0,2023,"Nguyen Wenker, T.","Nguyen Wenker, T.; Natarajan, Y.; Caskey, K.; Novoa, F.; Mansour, N.; Pham, H. A.; Hou, J. K.; El-Serag, H. B.; Thrift, A. P.",Using Natural Language Processing to Automatically Identify Dysplasia in Pathology Reports for Patients With Barrett's Esophagus.,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,10.1016/j.cgh.2022.09.005,T1 Endoscopy report NLP,PubMed/MEDLINE,8.0,"Identifying dysplasia of Barrett's esophagus (BE) in the electronic medical record (EMR) requires manual abstraction of unstructured data. Natural language processing (NLP) creates structure to unstructured free text. We aimed to develop and validate an NLP algorithm to identify dysplasia in BE patients on histopathology reports with varying report formats in a large integrated EMR system. We randomly selected 600 pathology reports for NLP development and 400 reports for validation from patients with suspected BE in the national Veterans Affairs databases. BE and dysplasia were verified by manual review of the pathology reports. We used NLP software (Clinical Language Annotation, Modeling, and Processing Toolkit; Melax Tech, Houston, TX) to develop an algorithm to identify dysplasia using findings. The algorithm performance characteristics were calculated as recall, precision, accuracy, and F-measure. In the development set of 600 patients, 457 patients had confirmed BE (60 with dysplasia). The NLP identified dysplasia with 98.0% accuracy, 91.7% recall, and 93.2% precision, with an F-measure of 92.4%. All 7 patients with confirmed high-grade dysplasia were classified by the algorithm as having dysplasia. Among the 400 patients in the validation cohort, 230 had confirmed BE (39 with dysplasia). Compared with manual review, the NLP algorithm identified dysplasia with 98.7% accuracy, 92.3% recall, and 100.0% precision, with an F-measure of 96.0%. NLP yielded a high degree of sensitivity and accuracy for identifying dysplasia from diverse types of pathology reports for patients with BE. The application of this algorithm would facilitate research and clinical care in an EMR system with text reports in large data repositories.",21,5,1198-1204,10.1016/j.cgh.2022.09.005,"Nguyen Wenker, T., Natarajan, Y., Caskey, K., Novoa, F., Mansour, N., Pham, H. A., Hou, J. K., El-Serag, H. B., & Thrift, A. P. (2023). Using Natural Language Processing to Automatically Identify Dysplasia in Pathology Reports for Patients With Barrett's Esophagus. *Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association*, *21*(5), 1198-1204. https://doi.org/10.1016/j.cgh.2022.09.005"
36064111.0,2022,"Nogues, I. E.","Nogues, I. E.; Wen, J.; Lin, Y.; Liu, M.; Tedeschi, S. K.; Geva, A.; Cai, T.; Hong, C.",Weakly Semi-supervised phenotyping using Electronic Health records.,Journal of biomedical informatics,10.1016/j.jbi.2022.104175,T3 Weak supervision,PubMed/MEDLINE,13.0,"Electronic Health Record (EHR) based phenotyping is a crucial yet challenging problem in the biomedical field. Though clinicians typically determine patient-level diagnoses via manual chart review, the sheer volume and heterogeneity of EHR data renders such tasks challenging, time-consuming, and prohibitively expensive, thus leading to a scarcity of clinical annotations in EHRs. Weakly supervised learning algorithms have been successfully applied to various EHR phenotyping problems, due to their ability to leverage information from large quantities of unlabeled samples to better inform predictions based on a far smaller number of patients. However, most weakly supervised methods are subject to the challenge to choose the right cutoff value to generate an optimal classifier. Furthermore, since they only utilize the most informative features (i.e., main ICD and NLP counts) they may fail for episodic phenotypes that cannot be consistently detected via ICD and NLP data. In this paper, we propose a label-efficient, weakly semi-supervised deep learning algorithm for EHR phenotyping (WSS-DL), which overcomes the limitations above. WSS-DL classifies patient-level disease status through a series of learning stages: 1) generating silver standard labels, 2) deriving enhanced-silver-standard labels by fitting a weakly supervised deep learning model to data with silver standard labels as outcomes and high dimensional EHR features as input, and 3) obtaining the final prediction score and classifier by fitting a supervised learning model to data with a minimal number of gold standard labels as the outcome, and the enhanced-silver-standard labels and a minimal set of most informative EHR features as input. To assess the generalizability of WSS-DL across different phenotypes and medical institutions, we apply WSS-DL to classify a total of 17 diseases, including both acute and chronic conditions, using EHR data from three healthcare systems. Additionally, we determine the minimum quantity of training labels required by WSS-DL to outperform existing supervised and semi-supervised phenotyping methods. The proposed method, in combining the strengths of deep learning and weakly semi-supervised learning, successfully leverages the crucial phenotyping information contained in EHR features from unlabeled samples. Indeed, the deep learning model's ability to handle high-dimensional EHR features allows it to generate strong phenotype status predictions from silver standard labels. These predictions, in turn, provide highly effective features in the final logistic regression stage, leading to high phenotyping accuracy in notably small subsets of labeled data (e.g. n = 40 labeled samples). Our method's high performance in EHR datasets with very small numbers of labels indicates its potential value in aiding doctors to diagnose rare diseases as well as conditions susceptible to misdiagnosis.",134,,104175,10.1016/j.jbi.2022.104175,"Nogues, I. E., Wen, J., Lin, Y., Liu, M., Tedeschi, S. K., Geva, A., Cai, T., & Hong, C. (2022). Weakly Semi-supervised phenotyping using Electronic Health records. *Journal of biomedical informatics*, *134*, 104175. https://doi.org/10.1016/j.jbi.2022.104175"
25607983.0,2015,"Oellrich, A.","Oellrich, A.; Collier, N.; Smedley, D.; Groza, T.",Generation of silver standard concept annotations from biomedical texts with special relevance to phenotypes.,PloS one,10.1371/journal.pone.0116040,T3 Weak supervision,PubMed/MEDLINE,11.0,"Electronic health records and scientific articles possess differing linguistic characteristics that may impact the performance of natural language processing tools developed for one or the other. In this paper, we investigate the performance of four extant concept recognition tools: the clinical Text Analysis and Knowledge Extraction System (cTAKES), the National Center for Biomedical Ontology (NCBO) Annotator, the Biomedical Concept Annotation System (BeCAS) and MetaMap. Each of the four concept recognition systems is applied to four different corpora: the i2b2 corpus of clinical documents, a PubMed corpus of Medline abstracts, a clinical trails corpus and the ShARe/CLEF corpus. In addition, we assess the individual system performances with respect to one gold standard annotation set, available for the ShARe/CLEF corpus. Furthermore, we built a silver standard annotation set from the individual systems' output and assess the quality as well as the contribution of individual systems to the quality of the silver standard. Our results demonstrate that mainly the NCBO annotator and cTAKES contribute to the silver standard corpora (F1-measures in the range of 21% to 74%) and their quality (best F1-measure of 33%), independent from the type of text investigated. While BeCAS and MetaMap can contribute to the precision of silver standard annotations (precision of up to 42%), the F1-measure drops when combined with NCBO Annotator and cTAKES due to a low recall. In conclusion, the performances of individual systems need to be improved independently from the text types, and the leveraging strategies to best take advantage of individual systems' annotations need to be revised. The textual content of the PubMed corpus, accession numbers for the clinical trials corpus, and assigned annotations of the four concept recognition systems as well as the generated silver standard annotation sets are available from http://purl.org/phenotype/resources. The textual content of the ShARe/CLEF (https://sites.google.com/site/shareclefehealth/data) and i2b2 (https://i2b2.org/NLP/DataSets/) corpora needs to be requested with the individual corpus providers.",10,1,e0116040,e0116040,"Oellrich, A., Collier, N., Smedley, D., & Groza, T. (2015). Generation of silver standard concept annotations from biomedical texts with special relevance to phenotypes. *PloS one*, *10*(1), e0116040. https://doi.org/10.1371/journal.pone.0116040"
,2010,"Ojala, M.","Ojala, M.; Garriga, G. C.",Permutation tests for studying classifier performance,Journal of Machine Learning Research,,T4 Leakage & validity,Hand-searched (CS venue),,,11,,1833-1863,,"Ojala, M., & Garriga, G. C. (2010). Permutation tests for studying classifier performance. *Journal of Machine Learning Research*, *11*, 1833-1863."
42218968.0,2026,"Rao, A.","Rao, A.; Bali, A.; Tran, V.; Vasavada, S.; Chu, J.; Kanwal, F.; Rusin, C.; El-Serag, H. B.",Development and External Validation of a Large Language Model-Based Clinical Decision-Support System for Colonoscopy Surveillance Intervals.,Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,10.1016/j.cgh.2026.05.017,T1 Endoscopy report NLP,PubMed/MEDLINE,7.0,"Adherence to guideline-based colonoscopy surveillance intervals remains suboptimal. Large language models show promise for automating interval assignment, but prior studies relied on proprietary models and have variably assessed generalizability. We developed and externally validated a clinical decision-support system that integrates locally deployable, open-source large language model-based variable extraction with a rules engine that encodes the 2020 United States Multi-Society Task Force guidelines. We assembled development (n = 256), internal (n = 450), and external validation (n = 415) cohorts of colonoscopy-pathology dyads. We developed a 3-stage clinical decision-support system including: (1) large language model-based extraction of diagnosis-bearing sections from pathology reports; (2) large language model-based extraction of surveillance-relevant variables; and (3) deterministic assignment of surveillance intervals using United States Multi-Society Task Force logic. Seven open-source large language models (3.8-32B parameters) were benchmarked; the highest-performing model by macro-averaged F1 score was locked prior to validation. The primary outcome was guideline-concordant interval assignment (target, 90%); secondary outcomes included extraction performance and hallucination rate. The best-performing open-source model, Gemma-27B-Instruct (macro-averaged F1 score, 0.992), was locked. The clinical decision-support system achieved 94.0% guideline-concordant surveillance interval assignment in internal validation (95% confidence interval, 91.8%-96.0%; κ = 0.92; 95% confidence interval, 0.89-0.95) and 92.8% concordance in external validation (95% confidence interval, 90.1%-95.2%; κ = 0.88; 95% confidence interval, 0.84-0.91). Misclassifications were primarily due to adenoma miscounting and diagnostic biopsies misinterpreted as resections. Hallucination-related errors occurred in fewer than 1% of cases. We report an externally validated, hybrid large language model rules-based clinical decision-support system for colonoscopy surveillance that achieves >90% concordance while preserving transparency, auditability, and guideline traceability.",,,,S1542-3565(26)00397-6,"Rao, A., Bali, A., Tran, V., Vasavada, S., Chu, J., Kanwal, F., Rusin, C., & El-Serag, H. B. (2026). Development and External Validation of a Large Language Model-Based Clinical Decision-Support System for Colonoscopy Surveillance Intervals. *Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association*, S1542-3565(26)00397-6. https://doi.org/10.1016/j.cgh.2026.05.017"
,2017,"Ratner, A.","Ratner, A.; Bach, S. H.; Ehrenberg, H.; Fries, J.; Wu, S.; Re, C.",Snorkel: Rapid training data creation with weak supervision,Proceedings of the VLDB Endowment,10.14778/3157794.3157797,T3 Weak supervision,Hand-searched (CS venue),,,11,3,269-282,,"Ratner, A., Bach, S. H., Ehrenberg, H., Fries, J., Wu, S., & Re, C. (2017). Snorkel: Rapid training data creation with weak supervision. *Proceedings of the VLDB Endowment*, *11*(3), 269-282. https://doi.org/10.14778/3157794.3157797"
40322979.0,2025,"Rehman, A. U.","Rehman, A. U.; Neyra, J. A.; Chen, J.; Ghazi, L.",Machine learning models for acute kidney injury prediction and management: a scoping review of externally validated studies.,Critical reviews in clinical laboratory sciences,10.1080/10408363.2025.2497843,T4 Leakage & validity,PubMed/MEDLINE,7.0,"Despite advancements in medical care, acute kidney injury (AKI) remains a major contributor to adverse patient outcomes and presents a significant challenge due to its associated morbidity, mortality, and financial cost. Machine learning (ML) is increasingly being recognized for its potential to transform AKI care by enabling early prediction, detection, and facilitating an individualized approach to patient management. This scoping review aims to provide a comprehensive analysis of externally validated ML models for the prediction, detection, and management of AKI. We systematically searched for relevant literature from inception to 15 February 2024, using four databases-MEDLINE, EMBASE, Web of Science, and Scopus. We focused solely on models that had undergone external validation, employed Kidney Disease Improving Global Outcomes (KDIGO) definitions for AKI, and utilized ML models (excluding logistic regression models). A total of 44 studies encompassing 161 ML models for AKI prediction, severity assessment, and outcomes in both adult and pediatric populations were included in the review. These studies encompassed 4,153,424 patient admissions, with 1,209,659 in the development and internal validation cohorts and 2,943,765 in the external validation cohorts. The ML models demonstrated significant variability in performance owing to differing clinical settings, populations, and predictors used. Most of the included models were developed in specialized patient populations, such as those in intensive care units, post-surgical settings, and specific disease states (e.g. congestive heart failure, traumatic brain injury, etc.). Moreover, only a few models incorporated dynamic predictors of AKI which are crucial for improving clinical utility in rapidly evolving clinical conditions like AKI. The variable performance of these models when applied to external validation cohorts highlights the challenges of reproducibility and generalizability in implementing ML models in AKI care. Despite acceptable performance metrics, none of the models assessed in this review underwent validation or implementation in real-world clinical workflows. These findings underscore the need for standardized performance metrics and validation protocols to enhance the generalizability and clinical applicability of these models. Future efforts should focus on enhancing model adaptability by incorporating dynamic predictors and unstructured data and by ensuring that models are developed in diverse patient populations. Moreover, collaboration between clinicians and data scientists is critical to ensure the development of models that are clinically relevant, fair, and tailored to real-world healthcare environments.",62,6,454-476,10.1080/10408363.2025.2497843,"Rehman, A. U., Neyra, J. A., Chen, J., & Ghazi, L. (2025). Machine learning models for acute kidney injury prediction and management: a scoping review of externally validated studies. *Critical reviews in clinical laboratory sciences*, *62*(6), 454-476. https://doi.org/10.1080/10408363.2025.2497843"
