corpus,path,class_dir,group_dir,bytes,sha256
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a4a52370-b4e5-4e7c-9fcd-1d89ba987fd7.jpg,bbps-2-3,quality-of-mucosal-views,158800,becf0ce46fdd623aa094818fdbdb0aae2b5d63e57f61be81fe4fe6842df3b0c8
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a4b56c64-2968-4ce7-b005-11fcba837811.jpg,bbps-2-3,quality-of-mucosal-views,168557,bbdc9d5a3d84a7d84e77a2ac1bbc6d16923d8c2413b8e658336054ce43ff05c3
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a4d4fd61-ca23-421a-88b8-8546dc7a9ee6.jpg,bbps-2-3,quality-of-mucosal-views,157063,e71458c84d58bd0686eaf30871011e7f29eb128ba8670d6177c21c855bc49a99
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a52c7432-341b-4899-b259-95c4cecefd27.jpg,bbps-2-3,quality-of-mucosal-views,167403,f02ebdb71400a4f1d5f72b84a134f4608c04a575c8e493be2cd2de80405d4b2b
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a560c2ea-4da0-4e96-a6c4-545d7bfd9430.jpg,bbps-2-3,quality-of-mucosal-views,159789,f069bc7663e72de49a5f9e0173e6c37e8ba3a51170a64ef441f741a05d1f5b4b
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a698f87d-7c54-42f6-9da0-00455f241725.jpg,bbps-2-3,quality-of-mucosal-views,148545,6e9e20afe63e19006e00db83f7a4478f258fb6739f739c00ec35afc3b64a2eb7
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a69cb7c8-88db-4959-9a10-615daca2a07c.jpg,bbps-2-3,quality-of-mucosal-views,166520,87c2226590d2c814cee4898c5a662296124b464eaea6d5019dc2e3135d08c0f2
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a70e990c-9ae8-44bc-8e04-92071ee88039.jpg,bbps-2-3,quality-of-mucosal-views,158533,af75897a397a22403785398b63131502e46ff5f0c8d050ef4c46ab3cc7d9eff5
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a7885588-f902-42a8-8cba-9eaf835f49d1.jpg,bbps-2-3,quality-of-mucosal-views,169733,7ba8a41aaa505cd0cbd30d626c89eb4d15d9cacc11c5a8c4d0ed59fb072a8002
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a7c1e928-eb24-4ce4-aadb-caa94cc8da7d.jpg,bbps-2-3,quality-of-mucosal-views,156275,39ad8d82144df18e619f258197c6f200a10cba395c229bd8d4fcf5e1430fdce5
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a81df295-6d91-4aa3-8c8a-984e9eeed462.jpg,bbps-2-3,quality-of-mucosal-views,166195,a1d57bde9bfd6292b76820662d688d96cb3a091b3ba4672d427def2b1a3e692f
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a8349b00-92c7-470b-9117-d9163be310ec.jpg,bbps-2-3,quality-of-mucosal-views,153240,9d9a088d914c4aa7d5ff0410ad2c8f415348822bcb77cab6fa2484f8cec94c1e
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a87fdc86-a577-4ea4-b95f-64523ee9fb33.jpg,bbps-2-3,quality-of-mucosal-views,171428,2b76f1d4ee951bcf8c7962866c986cc7493520b1aaa0cd1542b4bc941bcfd370
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a8c90f40-1807-415c-834d-af1b6a27cdba.jpg,bbps-2-3,quality-of-mucosal-views,159832,e06aa9c8591b2e109b515ff759184b25c9a621379d529dc4a157c1811e75596e
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a98c26d9-e704-4241-bc7e-2707301d3c08.jpg,bbps-2-3,quality-of-mucosal-views,178254,46f5700500d367d47052f6aadf3b3581529ed069c190228e42541fe7919814ea
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a9badce7-e121-49ee-99f0-35e92bec54ce.jpg,bbps-2-3,quality-of-mucosal-views,154618,16a620727d71aa2d81523b225a7119a46925aad30789251163e74cf6273a7239
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/a9c2ad77-94fe-485b-a89f-4b7fecace3db.jpg,bbps-2-3,quality-of-mucosal-views,156107,ebd7c121dd1ae089050e5d58192944c9abfbd0e96e66d4d7b7ecaa1c45a55a1d
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/aa4da977-b51c-405c-9b15-1506463cbc10.jpg,bbps-2-3,quality-of-mucosal-views,150078,9a0abad2c82eada78cab1be06aec88bc7e88c5513c65fb65cf14f3a14e04c1f0
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/aa703c84-23df-41f2-a09d-6bcf5e2bb79b.jpg,bbps-2-3,quality-of-mucosal-views,161117,737e8a2ab2409d43b5c8655fb079a6a6e5cc90cd3dae4cf0c476da83c866909d
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/aa9e6907-df5d-4485-bb1f-7d20373002ab.jpg,bbps-2-3,quality-of-mucosal-views,147200,cf7ac9acc7f2da38fe601ca268c23d4e78ee6a96afc0a485d8f6eb6ade17702d
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/aacf24ca-c210-45c9-94ea-44712aecf720.jpg,bbps-2-3,quality-of-mucosal-views,171925,ccd3584b1cdbcea2b63fd42e1b516b8faf600b181a282e111e76af5fb6061a4b
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ab366352-7a41-4c5b-9a67-c9dc6ccfb73c.jpg,bbps-2-3,quality-of-mucosal-views,154780,495dc44da9c2578580d6ee430576b59e2142d924e1a5c510289234ef665c8c55
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ab370ce3-b55e-4d7f-84ac-a578d4463272.jpg,bbps-2-3,quality-of-mucosal-views,165029,4573bba7abceb92b043f5c52dfb1d596e50caeefb9694247111f93f56d200957
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/abe1c5f9-cb52-4cdf-b58e-36c19a34c5d6.jpg,bbps-2-3,quality-of-mucosal-views,163618,81b62b83bb0c45b90b5d768a2ce7d23f38eafd122093a5a603c6b1b77674334e
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ac0b4fe0-eb07-4064-adc9-eb7bf314c8a2.jpg,bbps-2-3,quality-of-mucosal-views,158492,9c463410ee205e6db53f3cd4e884018c916469a776b5f58ecd44eb7c3d16209c
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ac4aeb3c-2f4d-490f-b584-ada0c2f37b9a.jpg,bbps-2-3,quality-of-mucosal-views,164059,20cb6f67f224add67a34e333db19447d4913325b58c43d39e3067d6bdb57d6da
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ac58d468-e192-4769-a790-c1d5cffea8ca.jpg,bbps-2-3,quality-of-mucosal-views,161939,dd229d072f163b34814f5cb14df9234bc17be45eed10ff4957255606118f3d5c
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ac63ef2b-c0f0-44d0-8465-7ac6b65132b0.jpg,bbps-2-3,quality-of-mucosal-views,158017,20a6fccad5ff29df0432323476bb54b517a2c70e8df80875cad1cfd584e1698a
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/acb04974-b7a0-4bed-bf04-3f735716e924.jpg,bbps-2-3,quality-of-mucosal-views,177964,b0caa42a0d02ca4449ae3b59b766659cccb534d2f0507eb8e0fe4e405f2f1220
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/accaa1b3-9d73-401a-bce4-4f2b45e77b8a.jpg,bbps-2-3,quality-of-mucosal-views,169189,af0f79ac748b3a4d971e666c520a1d90d49f36eadfde12bc8882123b58ad04ca
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ad09f96b-64ef-4ab5-bf29-ccd19ab8b522.jpg,bbps-2-3,quality-of-mucosal-views,152545,4ae899b0bd762cdfdcea0f886f0594985cb9bbfb7c64bda371a8ee324b4f0218
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ad0d9269-b484-480b-9278-6dd78be47946.jpg,bbps-2-3,quality-of-mucosal-views,173066,ecc9c092f714434a036cead2e4babaa52963574e976e7e8c76a6c152ad3f3440
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ad51f146-7210-4e77-8e29-d91f4ed3e494.jpg,bbps-2-3,quality-of-mucosal-views,148925,b00ce2c965f059dccd9a0969bddf33c7882438212d4f5f455e9cf902d0615a71
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ad5fcda6-1d29-422b-a680-98c2f0c28ec6.jpg,bbps-2-3,quality-of-mucosal-views,156103,a6532832b7cfe8a5b0dc9dc3eaf3ac424a9d759100f71f4b2ac6a75019eec306
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ad80dcb8-d10e-4fb6-85d0-1ead04b76bfb.jpg,bbps-2-3,quality-of-mucosal-views,153806,e8088e9a15d78fb1d328861af1cec00b3d308add5710889c7f57ef51e73a63d4
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ad841fe5-8208-4bbe-b5e5-f5c6e2298c30.jpg,bbps-2-3,quality-of-mucosal-views,154270,a5fd56b2233fc5d14694c99e8b0d17c6f13fde18f3a51f20c135dab9baa94e08
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ae61c941-1c73-480a-be6e-4e451653c19f.jpg,bbps-2-3,quality-of-mucosal-views,144674,760d6b6e0137c87241556f23399e579738d1e88e6402f148cc65ccf8f598e061
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/aed8792e-afa3-46b9-98aa-16c4a07bb3df.jpg,bbps-2-3,quality-of-mucosal-views,161961,2f4227c0953abe78319ada7cd52380a7cea323517a6f7843844b4e9bbe6ed796
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/af6f3e56-67ff-422c-9257-08750d7c6ad1.jpg,bbps-2-3,quality-of-mucosal-views,170840,e3415b4d1ce1dc4444905b7c13ed7e92351f7547445a2bce8c1f57742cfd417f
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/af8e5bff-10c7-4395-a65f-6ec2186a8c7d.jpg,bbps-2-3,quality-of-mucosal-views,155961,b5aea717b9e706e5dd6350bd241a056925352b1d275219fc172d7453f3d7cf49
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/af94f91f-49ba-4123-a9b1-fb1b51adcfb3.jpg,bbps-2-3,quality-of-mucosal-views,152112,884fe751a3ba8fc21b1bbf50539c8e7fb438b371891567d40bc4a83b89bfc15e
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/afa1d167-af01-4e73-b4c7-3fd91d953507.jpg,bbps-2-3,quality-of-mucosal-views,152407,5357bd6577df979256d7380bdf53d86f30739cbdd1200fcb92283bc40fbe822b
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/afb0d8e9-39d0-417b-83a6-71cd6a499f6a.jpg,bbps-2-3,quality-of-mucosal-views,151091,5b90976754a44e2c5f960298da43c8037968c3e9998fb0c9cdcd0535efbb3f2b
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b01e132c-c5f5-4460-bcec-1628b40e0998.jpg,bbps-2-3,quality-of-mucosal-views,164714,aa970d0edae7e7ffc8323a5a5de3fbc0be6c3930dd8d9c5e237e02b2641eb598
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b1a7418e-8d00-4f5f-8a49-ca672aa922da.jpg,bbps-2-3,quality-of-mucosal-views,170601,cc27394acf0aa586247e21d5363ab624ae501cbe1feccaa988a5a8490c4c0987
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b1b570b8-ff0e-4fc4-b147-bf2e87778c40.jpg,bbps-2-3,quality-of-mucosal-views,144275,b2c87fe8f942b7d5be930e2030cf5fb6fa108ae3bf25d91be097d2f30d285b4d
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b1e3594c-9357-4046-9d8b-61e2fe3ebe22.jpg,bbps-2-3,quality-of-mucosal-views,166209,a9ded941357ca0140e6a3e1eeaa545be5d9bf8dede08f1fcfd009d6186207ac4
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b1e45015-dd9f-44dd-b42e-d86ca9f261f2.jpg,bbps-2-3,quality-of-mucosal-views,162329,15de8ccc7ae23c1158b2d9f2be0c7228cca523653157f19e01e930d7ae31e9e0
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b21987ac-95bf-438d-ac0f-71b2bbfec3cf.jpg,bbps-2-3,quality-of-mucosal-views,154169,4346175f63b0d97d9725328318f2232f09482a25e3e150393a68d13a5809de69
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b27ea65d-064b-444b-b3dd-f0a9c852120c.jpg,bbps-2-3,quality-of-mucosal-views,166276,5ff50958fbbc0a142c2e76a8da46a6e8fcae6736f1bfc98bdbb9576fec12e7a0
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b2bf6776-099b-4148-b146-4f2a12460853.jpg,bbps-2-3,quality-of-mucosal-views,153598,d34147cb5e238b71c56b0fa240add861c743031ec28684d688967d7bb6016a76
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b2e96ba8-5cee-4f60-aeda-380f2bce3653.jpg,bbps-2-3,quality-of-mucosal-views,170508,a4e069243417270ecee763f042d826dc3de3bdb85b1e5354f50c4228e2246d80
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b3272edb-5969-412c-9fd2-2e69a7ef0c59.jpg,bbps-2-3,quality-of-mucosal-views,154112,002f6a63909cb807a4bc0730e044403572c4d733cee28721cedc8e74e763ab49
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b3481625-9350-49a6-b1b6-847bdadae705.jpg,bbps-2-3,quality-of-mucosal-views,151867,b082db9341cbb1c4945c77bac93876372e8a3d4993ca3b556fc9183179acdb29
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b39c386a-1628-4950-b2e5-afbfb8fea1c3.jpg,bbps-2-3,quality-of-mucosal-views,167851,bfdd646dea941373e28246f693030208f8272e30917b3c19d0089949b95aa6a3
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b3b7d577-b153-4102-8e33-b86cc65c7137.jpg,bbps-2-3,quality-of-mucosal-views,156251,a504ab8c19637dc32467fea76d99e0514da6dc4f8c6b78ba5eac4745896f9bb1
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b41d41c8-919d-4a8f-880a-5aa1efbdac51.jpg,bbps-2-3,quality-of-mucosal-views,159764,b62907d076340d146b04b644a4eb3e7dffcb9d06254611003f74c82dd432c4c2
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b4509b3b-f9c0-4fcd-b5e6-5a335a04b598.jpg,bbps-2-3,quality-of-mucosal-views,177085,47d4acb12e7c2c1426974740f2e7352cf35675fd9eb06f60a6c8f363a0bf68d5
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b45f0965-6198-4e61-b2e1-08cdb6ffd163.jpg,bbps-2-3,quality-of-mucosal-views,176600,e9fbe181d8a7cade7e3bc15bd3ed8bf41ab409214063de5eba66525d70bc597f
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b4840d87-01ee-4b1c-9dfa-4cbdabce06cb.jpg,bbps-2-3,quality-of-mucosal-views,162259,6287ba94cf3f350f0ddadf58015b3890a8e7025f0fd49bbeafcc3563c0319cac
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b4f37021-de60-49b8-a848-17bbdaff3485.jpg,bbps-2-3,quality-of-mucosal-views,158514,28eacdd8d0e61aef1ad102eb1a690d84a8b27970c7d1e99b3eb28ebb28323a8a
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b501106a-065d-4715-9c6a-8cab16a8ccbf.jpg,bbps-2-3,quality-of-mucosal-views,157178,588a6aa8c9cd73851d8c8def614fa48853f8d5b7e9581f658d09ec2b44228257
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b5105418-6bd0-4d7b-b3cd-b973c1ffcf23.jpg,bbps-2-3,quality-of-mucosal-views,154002,7f63b32a8884e9d6aebd004f71e1b67b332379f10d0f05c0a86ff7f05bd7b776
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b510c22e-7619-4a27-b42a-d2a508bc0113.jpg,bbps-2-3,quality-of-mucosal-views,161049,142a490ac74481937905a622d3aaa3542eeb79169a7de40dd6b2d59f42a3a3ec
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b51f8a06-edcf-4daf-a7a1-f066672ca428.jpg,bbps-2-3,quality-of-mucosal-views,155019,a01856db3ca574d069e2c99b3fb46dccbcf9b1baf066c9b4c23f107c852c594e
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b56d7c94-d5e3-4b5e-b3ba-f171fbcd5a8b.jpg,bbps-2-3,quality-of-mucosal-views,155614,ebae656f6b5e3f506a030f9aea99aaf4c5a8c57f9660bdb5c6f2a2cf8375da50
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b59c7242-9070-4717-8715-9ef4a86a8a1c.jpg,bbps-2-3,quality-of-mucosal-views,179829,cd4b947d7c438631c98897e97205005fa1f3ad7f344a75b68d0cc3a3b1eeddf5
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b5d8bdd3-ef8c-476d-814e-f5e8e9b2376d.jpg,bbps-2-3,quality-of-mucosal-views,159610,df6be9c8255123b7ba0f07c18b037dc51c0ae6cc770d7df93cc2d1c211c72b69
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b5fa0e15-9e11-4f6c-986b-fd69b4b00878.jpg,bbps-2-3,quality-of-mucosal-views,163500,404b4693ca1bc05a53b49bbbce840cd5fb6f1181da72f5405b26de3c46ef0a34
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b5fc55e6-2379-4f6a-b013-f27179403d7f.jpg,bbps-2-3,quality-of-mucosal-views,150592,3afd95430efc8cbb105f535eaed710cc92ecb046ec452c0631fabb2888d87189
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b650501f-b702-4d15-aaeb-cdce09b954f0.jpg,bbps-2-3,quality-of-mucosal-views,149308,79c425b4c22346e908d1b9db2325b5e9ffea4f6d37c270280b1213899b1f034c
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b6bf4497-e4c2-4568-9cc8-d010544de5aa.jpg,bbps-2-3,quality-of-mucosal-views,160640,736fca4bfd2330ebc20fe758d32be330740fa340f8f0e5434195a281e0bbd3e6
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b6e5b5d2-0c32-4475-8985-2128f2281e53.jpg,bbps-2-3,quality-of-mucosal-views,166827,0b99c365afaf30ed2d33b96ace67866b3190b7cfae3337bd36ef8d4865f36772
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b7417813-ba6f-4956-a2a3-c7f3b7cd67b2.jpg,bbps-2-3,quality-of-mucosal-views,195787,92e24814b944c2c2a1c210c562871ee84cec22bbb30e27eab5a2688994fb3a0e
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b7922fd5-9c06-4c92-b82b-e998d0baf785.jpg,bbps-2-3,quality-of-mucosal-views,167387,e725a875149974b732f1dd0f469c648c8d4f0e97f1996c6d4706d84652e0993b
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b7b5fcf4-9f94-49cb-880d-20fbdecc6295.jpg,bbps-2-3,quality-of-mucosal-views,150227,ae9133bf8ded29796b4f41164e2f42be6b7f5b29e161c7d2b0cb8beb7f9a2cca
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b8052b6a-b292-4ebc-b1f5-230dab9e8234.jpg,bbps-2-3,quality-of-mucosal-views,156340,6ab953e7f7f9274cf421b00c073e7db0d3ba965ff1975227636c0fbe274d74d2
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b875b20e-28fa-45cf-8314-b3838f5ba482.jpg,bbps-2-3,quality-of-mucosal-views,163436,1db027be2278fc9a2d7f18a47a1a56a28c1c7a63b23e0455d40b0bdc34fafec7
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b8c0fb7a-9890-4c8e-b0f6-8f30f71ced68.jpg,bbps-2-3,quality-of-mucosal-views,151494,970e299eb3da381bfbdc7cfe9fd579b1f99906a5eeb42f449d2b4ad2966d4cff
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b8ff183e-e701-49a0-ac7b-bfab3a11cc85.jpg,bbps-2-3,quality-of-mucosal-views,154371,1dd3c3e3a9cb18a8d32e6b6e31ccc3c2708ea67b849387b1951349f437db4529
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b939fe73-016a-4cfb-833b-dbad29fb4ba7.jpg,bbps-2-3,quality-of-mucosal-views,168552,a2dae14d964e5bb413bdd5cd2461d99f92ce307e870fb09d9f9477c20e47fb30
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b941fb3a-8a65-4332-946f-ae166a52050f.jpg,bbps-2-3,quality-of-mucosal-views,169027,cc93a7ff034f532fb8461f0dd896dc9283e1fd7c8f24197cecb81b10b6306510
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b997706b-3c14-4320-abf6-c6e4d01976b5.jpg,bbps-2-3,quality-of-mucosal-views,167162,cbe2510461bf8631b74f971ed9cb709c55fe44fe331798edb920e1b5e465f2f5
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b9a0d08a-30af-49e7-8cc4-6ffa077d3cbd.jpg,bbps-2-3,quality-of-mucosal-views,162427,37c44ab1edf075ce2e02b28773abdbc063537f6e777b63257020a4d5132879c8
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b9ad04f9-05e7-4e14-8175-5d715c1395f6.jpg,bbps-2-3,quality-of-mucosal-views,163432,d62accc45bc9d52e6c2ee58cb6069ae5a7aaf3d20b0aa78e867520b475456f99
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b9e55ebf-ed82-4f08-8872-f4920689e25a.jpg,bbps-2-3,quality-of-mucosal-views,145722,f2621daf2b716896d18b6ef00a2833fdf8b6c2733324a2e5a5c68176152cce48
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/b9ea86a2-15c1-43f8-95cb-afcd8be3a426.jpg,bbps-2-3,quality-of-mucosal-views,160821,1b4483a831caf59872d95b9713506e71f1a6bcdf5dcd979f489ec218977f56e4
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ba110dd5-a238-42ba-8f13-204e83533df8.jpg,bbps-2-3,quality-of-mucosal-views,169085,522ec97d814cf9eeef51a37ec7cf594465ead41162d20ceca42e4f1ff4b86dc2
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ba197612-78d9-4143-8ac6-07eb2eb52b8e.jpg,bbps-2-3,quality-of-mucosal-views,156601,aa4a5c1f70dd1bd5e45628073085ba494600df1b31d2c9dbe90b19a14cf7d3a1
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ba730caf-64aa-4287-9b31-bc8c3aa9cf3d.jpg,bbps-2-3,quality-of-mucosal-views,157903,5cdb0cec23287bd0497d13e584f52654992734dcb81dd7638f9c7e5d05e59fc5
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ba8d1dd5-b376-4ea4-af42-e39d6be72942.jpg,bbps-2-3,quality-of-mucosal-views,161850,31dca386ea9dd2480266ed3f0fcd421f177829edb1aff77b4266f948751f4f73
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/ba9a4b21-bb43-4b43-b393-2fe91055e390.jpg,bbps-2-3,quality-of-mucosal-views,157490,80a6151fa178d44d10a266f5526e8abb04ffba5d45e5b2a47e989bb77c80d50a
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/bab814bf-831b-4a82-aafa-403e9419536a.jpg,bbps-2-3,quality-of-mucosal-views,160401,f0b5f613920eaeeada834689ed394bfae0940a3aaf5bf0d71dbef3445bf6acf6
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/bad5dcf8-324f-4a18-8e9b-e60eac664fce.jpg,bbps-2-3,quality-of-mucosal-views,175437,ce4023d3a5f78673b054480d09c9690a4dc3bda75a605e9afd5a9e4897594a30
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/baf7d9d1-3dd7-4514-9585-8c9f55b8fe40.jpg,bbps-2-3,quality-of-mucosal-views,166833,d23b8f5503e4075daa562e71e923ec826d74ab49670a2f38caa374d4ed69358f
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/bb22d3f9-fece-46db-b22e-14f23ee32e6d.jpg,bbps-2-3,quality-of-mucosal-views,168239,dd759ee3a7c8a3cbbf1b015c72b5a1c2b3772f733bbb9e3d506945c5936bf856
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/bb4c477e-06db-43c3-84f7-28df2e71ca8e.jpg,bbps-2-3,quality-of-mucosal-views,148555,919b7bbf6e309dcf27d8e6c0c7277933dfb5883e2d317ad4c11f4cb259b53962
hyperkvasir,labeled-images/lower-gi-tract/quality-of-mucosal-views/bbps-2-3/bb60701e-9332-4e51-bbc6-125f6651544e.jpg,bbps-2-3,quality-of-mucosal-views,135149,a71f5a957c3b4946be72e1191c2bde12cefee66800e5718b63be6bbe7378e877
